OBJECTID_1,FIPS,EDU_COMP,EDU_RANK,EE_COMP,EE_RANK,N_COMP,N_RANK,COMP_,COMP_RANK,COMP_OPP
1,26163500200,-0.863389,1,-0.530794,2,-0.290173,2,-0.561452,2,Low
2,26163500700,-0.669986,2,-0.762115,1,-0.456637,2,-0.629579,2,Low
3,26163501200,-1.632484,1,-0.893576,1,-0.86121,1,-1.12909,1,Very Low
4,26163503100,-0.75523,1,-0.845793,1,-0.184987,2,-0.595337,2,Low
5,26163503400,-0.982895,1,-0.506598,2,-0.436609,2,-0.642034,2,Low
6,26163504200,-1.149156,1,-0.999085,1,-1.002676,1,-1.050306,1,Very Low
7,26163504900,-0.820414,1,-0.710334,1,-0.238694,2,-0.589814,2,Low
8,26163506100,-0.762929,1,-1.416062,1,-0.456341,2,-0.878444,1,Very Low
9,26163506400,-1.455166,1,-0.648976,1,-0.891107,1,-0.998416,1,Very Low
10,26163507000,-0.938541,1,-1.559273,1,-0.788737,1,-1.095517,1,Very Low
11,26163507500,-0.895522,1,-1.125868,1,-0.803975,1,-0.941789,1,Very Low
12,26163510500,-1.062373,1,-1.136634,1,-1.289668,1,-1.162892,1,Very Low
13,26163511300,-1.1679,1,-1.241477,1,-1.193117,1,-1.200831,1,Very Low
14,26163512300,-1.150765,1,-2.00042,1,-1.214861,1,-1.455349,1,Very Low
15,26163513200,-0.90389,1,-0.855682,1,-0.756417,1,-0.838663,1,Very Low
16,26163514100,-1.257907,1,-1.796055,1,-1.080133,1,-1.378032,1,Very Low
17,26163515300,-1.608934,1,-0.781148,1,-0.928036,1,-1.106039,1,Very Low
18,26163516000,-1.306809,1,-1.575856,1,-0.738702,1,-1.207122,1,Very Low
19,26163516400,-1.221553,1,-0.704633,1,-1.012288,1,-0.979491,1,Very Low
20,26163516800,-1.433747,1,-1.577193,1,-1.170998,1,-1.393979,1,Very Low
21,26163517300,-1.134054,1,-1.550096,1,-1.231836,1,-1.305329,1,Very Low
22,26163518500,-1.36753,1,-0.966812,1,-1.137575,1,-1.157306,1,Very Low
23,26163520300,-0.085462,3,-0.194392,2,-1.048922,1,-0.442925,2,Low
24,26163985000,-0.847968,1,-1.748279,1,-0.751547,1,-1.115931,1,Very Low
25,26163985500,-0.525895,2,-0.142772,2,-0.888189,1,-0.518952,2,Low
26,26163520700,-0.90658,1,-0.289018,2,-1.073794,1,-0.756464,1,Very Low
27,26163520800,-0.775577,1,0.309091,4,-0.660343,1,-0.37561,2,Low
28,26163521100,-0.865591,1,-0.736644,1,-0.983874,1,-0.862036,1,Very Low
29,26163521300,-0.378028,2,-0.454897,2,-0.452107,2,-0.428344,2,Low
30,26163523200,-1.262489,1,0.047362,3,-0.845218,1,-0.686782,1,Very Low
31,26163523400,-1.13415,1,-1.730069,1,-0.797478,1,-1.220566,1,Very Low
32,26163524500,-1.878542,1,-0.554751,2,-0.754633,1,-1.062642,1,Very Low
33,26163525400,-1.080592,1,-0.758465,1,-1.058252,1,-0.96577,1,Very Low
34,26163525800,-1.158388,1,-0.50868,2,-1.235263,1,-0.967444,1,Very Low
35,26163526300,-1.149356,1,-0.950504,1,-0.904567,1,-1.001476,1,Very Low
36,26163530200,-0.471126,2,-0.710296,1,-0.527016,2,-0.569479,2,Low
37,26163530900,-0.877578,1,-1.470155,1,-1.288671,1,-1.212135,1,Very Low
38,26163531300,-0.779076,1,-1.269942,1,-1.041445,1,-1.030154,1,Very Low
39,26163531700,-1.566565,1,-1.635183,1,-1.187624,1,-1.463124,1,Very Low
40,26163532400,-0.453102,2,-1.284354,1,-1.124673,1,-0.954043,1,Very Low
41,26163533100,-0.891551,1,-1.064109,1,-1.19285,1,-1.049504,1,Very Low
42,26163533500,-1.786106,1,-0.389245,2,-1.16055,1,-1.111967,1,Very Low
43,26163534100,-1.315251,1,-0.581695,2,-1.187575,1,-1.028174,1,Very Low
44,26163534600,-1.599033,1,-1.230198,1,-0.854282,1,-1.227838,1,Very Low
45,26163535400,-1.264531,1,-1.151368,1,-0.494682,2,-0.970194,1,Very Low
46,26163535700,-0.929856,1,-0.986216,1,-0.765815,1,-0.893963,1,Very Low
47,26163536400,-0.964275,1,-1.084678,1,-0.695459,1,-0.914804,1,Very Low
48,26163536800,-0.539299,2,-0.439261,2,-0.518241,2,-0.498933,2,Low
49,26163537500,-1.004045,1,-0.788102,1,-0.503334,2,-0.76516,1,Very Low
50,26163538100,-0.279362,2,-0.42552,2,0.081608,3,-0.207758,2,Low
51,26163539100,-1.29041,1,-0.773476,1,-0.32994,2,-0.797942,1,Very Low
52,26163539600,-0.527767,2,-0.953302,1,-0.099784,2,-0.526951,2,Low
53,26163540400,-0.362416,2,-0.862645,1,-0.326306,2,-0.517123,2,Low
54,26163540900,-0.502882,2,-0.20374,2,-0.024811,2,-0.243811,2,Low
55,26163541200,-1.030007,1,-0.911113,1,-1.083621,1,-1.008247,1,Very Low
56,26163541700,-0.438854,2,-0.727212,1,-0.889253,1,-0.685106,1,Very Low
57,26163542400,-0.304771,2,-0.868261,1,-0.315889,2,-0.496307,2,Low
58,26163542800,-0.529391,2,0.082798,3,0.145673,3,-0.100307,2,Low
59,26163543400,-0.85398,1,-0.453542,2,-0.324432,2,-0.543985,2,Low
60,26163543500,-1.569605,1,-2.262409,1,-1.165185,1,-1.665733,1,Very Low
61,26163543600,-1.415879,1,-0.992502,1,-1.163051,1,-1.190477,1,Very Low
62,26163543700,-0.694933,2,-1.813194,1,-1.17429,1,-1.227472,1,Very Low
63,26163543800,-1.049678,1,-1.385608,1,-1.460282,1,-1.298523,1,Very Low
64,26163543900,-1.381347,1,-1.426764,1,-1.329315,1,-1.379142,1,Very Low
65,26163544300,-0.748963,1,-0.875344,1,-0.781555,1,-0.801954,1,Very Low
66,26163545400,-0.683541,2,-1.563667,1,-1.385288,1,-1.210832,1,Very Low
67,26163545900,-0.754445,1,-0.429483,2,-0.543737,2,-0.575888,2,Low
68,26163546400,-0.687974,2,-1.654715,1,-0.702931,1,-1.015206,1,Very Low
69,26163546600,-0.671994,2,-0.844312,1,-0.654709,1,-0.723672,1,Very Low
70,26163552300,-1.110942,1,-1.089836,1,-0.887249,1,-1.029343,1,Very Low
71,26163553200,-1.251487,1,-0.708975,1,-1.594633,1,-1.185032,1,Very Low
72,26163553800,-1.036554,1,-0.280943,2,-1.10373,1,-0.807076,1,Very Low
73,26163521400,-0.737933,1,-0.759138,1,-0.647137,1,-0.714736,1,Very Low
74,26163521500,-0.490988,2,-0.857062,1,-1.186243,1,-0.844764,1,Very Low
75,26163521800,-0.470926,2,-0.868948,1,-0.985717,1,-0.775197,1,Very Low
76,26163521900,-0.542103,2,-0.478074,2,-0.852423,1,-0.6242,2,Low
77,26163522100,-1.058041,1,-1.102002,1,-1.268834,1,-1.142959,1,Very Low
78,26163522200,-0.874386,1,-0.565979,2,-1.245273,1,-0.895213,1,Very Low
79,26163522300,-0.853919,1,-1.42333,1,-1.462259,1,-1.246503,1,Very Low
80,26163522400,-1.239866,1,-0.90107,1,-1.371103,1,-1.17068,1,Very Low
81,26163522500,-1.316115,1,-0.972876,1,-1.631607,1,-1.306866,1,Very Low
82,26163523100,-0.994391,1,-1.43359,1,-0.610315,1,-1.012765,1,Very Low
83,26163523300,-1.052755,1,-0.620628,1,-1.001127,1,-0.891503,1,Very Low
84,26163523800,-1.333698,1,-0.782137,1,-0.669968,1,-0.928601,1,Very Low
85,26163524000,-1.406393,1,-0.971257,1,-0.874339,1,-1.083996,1,Very Low
86,26163524100,-1.43301,1,-0.22036,2,-0.693275,1,-0.782215,1,Very Low
87,26163524200,-1.497667,1,-0.751927,1,-0.865063,1,-1.038219,1,Very Low
88,26163524300,-1.05888,1,-1.155396,1,-0.758214,1,-0.99083,1,Very Low
89,26163524700,-0.877974,1,-0.904488,1,-0.300139,2,-0.6942,1,Very Low
90,26163524800,-0.990608,1,-0.785672,1,-0.586594,1,-0.787624,1,Very Low
91,26163524900,-1.082209,1,-1.126875,1,-0.597787,1,-0.935624,1,Very Low
92,26163525000,-1.02128,1,-1.010201,1,-1.105109,1,-1.04553,1,Very Low
93,26163525500,-0.678547,2,-0.266183,2,-0.901779,1,-0.615503,2,Low
94,26163525600,-1.394828,1,-0.373709,2,-1.22398,1,-0.997506,1,Very Low
95,26163525700,-0.999287,1,-0.516279,2,-0.637086,1,-0.71755,1,Very Low
96,26163526000,-2.043825,1,-0.48172,2,-0.829748,1,-1.118431,1,Very Low
97,26163526100,-1.458401,1,-0.565139,2,-0.633566,1,-0.885702,1,Very Low
98,26163526200,-1.752053,1,-0.745499,1,-0.908415,1,-1.135323,1,Very Low
99,26163526400,-0.704603,2,-1.057974,1,-0.88052,1,-0.881032,1,Very Low
100,26163526500,-1.334111,1,-1.647658,1,-1.109355,1,-1.363708,1,Very Low
101,26163527200,-0.985401,1,-0.121769,2,-0.96455,1,-0.690573,1,Very Low
102,26163527300,-0.795861,1,-0.714901,1,-1.277882,1,-0.929548,1,Very Low
103,26163530100,-0.914439,1,-1.090412,1,-0.922479,1,-0.975777,1,Very Low
104,26163530300,-1.247907,1,-1.539292,1,-0.990588,1,-1.259262,1,Very Low
105,26163530400,-0.837287,1,-0.908343,1,-0.823378,1,-0.856336,1,Very Low
106,26163530500,-0.962176,1,-0.783903,1,-0.763179,1,-0.836419,1,Very Low
107,26163530800,-1.543933,1,-1.483319,1,-1.371907,1,-1.466387,1,Very Low
108,26163531100,-1.017293,1,-1.092234,1,-1.276961,1,-1.128829,1,Very Low
109,26163531200,-0.56489,2,-0.480284,2,-0.126633,2,-0.390602,2,Low
110,26163531400,-1.376318,1,-1.218887,1,-0.925328,1,-1.173511,1,Very Low
111,26163531500,-0.975526,1,-1.109562,1,-1.270075,1,-1.118387,1,Very Low
112,26163531600,-0.54792,2,-1.351869,1,-1.004884,1,-0.968224,1,Very Low
113,26163531800,-0.788722,1,-1.019522,1,-0.995809,1,-0.934684,1,Very Low
114,26163531900,-1.097232,1,-2.008309,1,-1.552559,1,-1.5527,1,Very Low
115,26163532200,-0.439947,2,-1.134793,1,-0.575657,1,-0.716799,1,Very Low
116,26163532300,-0.475384,2,0.165423,3,0.108998,3,-0.066988,2,Low
117,26163500100,-0.953976,1,-0.79418,1,-0.529791,2,-0.759316,1,Very Low
118,26163500300,-0.963555,1,-0.836776,1,-0.691239,1,-0.830523,1,Very Low
119,26163500400,-1.786074,1,-1.163613,1,-1.500144,1,-1.483277,1,Very Low
120,26163500500,-0.903349,1,-0.782249,1,-0.608387,1,-0.764662,1,Very Low
121,26163500600,-0.888638,1,-0.260581,2,-0.80907,1,-0.652763,2,Low
122,26163500800,-0.758279,1,-0.99867,1,-0.160151,2,-0.639033,2,Low
123,26163500900,-1.152185,1,-0.904651,1,-0.596421,1,-0.884419,1,Very Low
124,26163501000,-0.956827,1,-0.594673,2,-0.538475,2,-0.696658,1,Very Low
125,26163501100,-1.904705,1,-1.335617,1,-0.829938,1,-1.356753,1,Very Low
126,26163501300,-1.013809,1,-1.083796,1,-0.784405,1,-0.96067,1,Very Low
127,26163501400,-0.203956,2,-0.61614,1,-0.1456,2,-0.321899,2,Low
128,26163501500,-0.858885,1,-0.161127,2,-0.174866,2,-0.398292,2,Low
129,26163501600,-1.071452,1,-0.55818,2,-0.266715,2,-0.632116,2,Low
130,26163501800,-0.33788,2,-0.076865,2,-0.083254,2,-0.165999,2,Low
131,26163501900,-0.80888,1,-0.940056,1,-0.732969,1,-0.827302,1,Very Low
132,26163502000,-0.891729,1,-1.251728,1,-0.952066,1,-1.031841,1,Very Low
133,26163503200,-1.167901,1,-0.969598,1,-0.606683,1,-0.914727,1,Very Low
134,26163503300,-0.698366,2,-1.249976,1,-0.551984,2,-0.833442,1,Very Low
135,26163503500,-1.239779,1,-1.600258,1,-1.037752,1,-1.292596,1,Very Low
136,26163503600,-0.815257,1,-1.448176,1,-0.683554,1,-0.982329,1,Very Low
137,26163503900,-0.911945,1,-1.706333,1,-0.642677,1,-1.086985,1,Very Low
138,26163504000,-1.029104,1,-0.990274,1,-0.528388,2,-0.849255,1,Very Low
139,26163504100,-0.922803,1,-1.338363,1,-1.367006,1,-1.209391,1,Very Low
140,26163504300,-1.054846,1,-0.925267,1,-0.807129,1,-0.929081,1,Very Low
141,26163504400,-0.816245,1,-1.283551,1,-1.083492,1,-1.061096,1,Very Low
142,26163504700,-0.85808,1,-0.837842,1,-0.818175,1,-0.838033,1,Very Low
143,26163504800,-1.651915,1,-2.279511,1,-1.150157,1,-1.693861,1,Very Low
144,26163505000,-1.546724,1,-2.202094,1,-0.810452,1,-1.519756,1,Very Low
145,26163505100,-1.17481,1,-0.879676,1,-0.76525,1,-0.939912,1,Very Low
146,26163505200,-1.059294,1,-1.344855,1,-0.633045,1,-1.012398,1,Very Low
147,26163505400,-1.275362,1,-1.497344,1,-1.04827,1,-1.273659,1,Very Low
148,26163505500,-0.897722,1,-1.270821,1,-0.885355,1,-1.017966,1,Very Low
149,26163506200,-1.120384,1,-1.398042,1,-0.901639,1,-1.140022,1,Very Low
150,26163506300,-1.055619,1,-1.005193,1,-0.601718,1,-0.88751,1,Very Low
151,26163506500,-0.759472,1,-1.203667,1,-0.731562,1,-0.898234,1,Very Low
152,26163985100,-0.155127,3,-1.075151,1,-1.055108,1,-0.761795,1,Very Low
153,26163985200,-0.525895,2,-0.133243,2,-0.307243,2,-0.322127,2,Low
154,26163985300,-0.525895,2,-0.070178,2,-5.320364,1,-1.972145,1,Very Low
155,26163506600,-1.446626,1,-1.345698,1,-0.729529,1,-1.173951,1,Very Low
156,26163506700,-0.751575,1,-1.069112,1,-0.427286,2,-0.749324,1,Very Low
157,26163506800,-0.837895,1,-1.186411,1,-0.388754,2,-0.804353,1,Very Low
158,26163506900,-0.847384,1,-0.817912,1,-0.328566,2,-0.664621,1,Very Low
159,26163507100,-1.189254,1,-1.015674,1,-0.652852,1,-0.952593,1,Very Low
160,26163507200,-1.273141,1,-1.513773,1,-0.947557,1,-1.244824,1,Very Low
161,26163507300,-1.203607,1,-0.90167,1,-0.721281,1,-0.942186,1,Very Low
162,26163507400,-1.457971,1,-0.730639,1,-0.557651,1,-0.91542,1,Very Low
163,26163507800,-1.619205,1,-1.153389,1,-1.204192,1,-1.325595,1,Very Low
164,26163507900,-0.903372,1,-1.427039,1,-1.161906,1,-1.164106,1,Very Low
165,26163508000,-0.977296,1,-1.802852,1,-1.685374,1,-1.488508,1,Very Low
166,26163508100,-1.069264,1,-1.52055,1,-1.243102,1,-1.277639,1,Very Low
167,26163510400,-0.955818,1,-1.346589,1,-1.149416,1,-1.150608,1,Very Low
168,26163510600,-1.179387,1,-0.851069,1,-0.725787,1,-0.918748,1,Very Low
169,26163510700,-1.162143,1,-1.436936,1,-1.004678,1,-1.201253,1,Very Low
170,26163511000,-0.696583,2,-1.669698,1,-0.828237,1,-1.064839,1,Very Low
171,26163511200,-0.695056,2,-1.145639,1,-1.110725,1,-0.983807,1,Very Low
172,26163511400,-0.744505,1,-0.82546,1,-0.744532,1,-0.771499,1,Very Low
173,26163511900,-0.953825,1,-1.974548,1,-1.239004,1,-1.389126,1,Very Low
174,26163512100,-0.998243,1,-1.090676,1,-0.882061,1,-0.990326,1,Very Low
175,26163512200,-1.023068,1,-2.638886,1,-1.222741,1,-1.628232,1,Very Low
176,26163512400,-1.706242,1,-1.367162,1,-1.17778,1,-1.417061,1,Very Low
177,26163512600,-0.965565,1,-1.784437,1,-1.011347,1,-1.253783,1,Very Low
178,26163512900,-1.116081,1,-1.586475,1,-1.216464,1,-1.30634,1,Very Low
179,26163513300,-0.476405,2,-1.649547,1,-0.450638,2,-0.858863,1,Very Low
180,26163513600,-1.399108,1,-0.267863,2,-1.268944,1,-0.978639,1,Very Low
181,26163513700,-0.980837,1,-1.056066,1,-0.734944,1,-0.923949,1,Very Low
182,26163513900,-0.951559,1,-1.624333,1,-1.021849,1,-1.199247,1,Very Low
183,26163514200,-0.914667,1,-0.907883,1,-0.788716,1,-0.870422,1,Very Low
184,26163514300,-1.471656,1,-1.147105,1,-0.822813,1,-1.147191,1,Very Low
185,26163514500,-1.235691,1,-1.469944,1,-0.625879,1,-1.110505,1,Very Low
186,26163515200,-0.585098,2,-0.309945,2,-0.765266,1,-0.553436,2,Low
187,26163515400,-0.098286,3,0.403178,4,-0.060011,2,0.081627,3,Moderate
188,26163515600,-1.239546,1,-1.748314,1,-1.088893,1,-1.358918,1,Very Low
189,26163515700,-0.08813,3,-0.392402,2,-0.68242,1,-0.38765,2,Low
190,26163515900,-1.108353,1,-1.439869,1,-0.989763,1,-1.179328,1,Very Low
191,26163516100,-0.856457,1,-2.157893,1,-1.092936,1,-1.369095,1,Very Low
192,26163516200,-0.711048,2,-1.055044,1,-0.90074,1,-0.888944,1,Very Low
193,26163516300,-0.553059,2,-1.622771,1,-0.508462,2,-0.894764,1,Very Low
194,26163516500,0.021024,3,-0.196654,2,-0.54696,2,-0.240863,2,Low
195,26163516600,-1.024142,1,-1.001494,1,-0.871962,1,-0.965866,1,Very Low
196,26163516700,-1.748885,1,-0.739966,1,-0.79925,1,-1.096034,1,Very Low
197,26163516900,-0.189953,2,-1.121512,1,-0.646875,1,-0.65278,2,Low
198,26163517000,-0.130201,3,-0.021243,2,-0.561491,1,-0.237645,2,Low
199,26163517100,-0.900787,1,-0.388536,2,-0.659686,1,-0.649669,2,Low
200,26163517200,-0.808413,1,-0.332363,2,-0.72329,1,-0.621355,2,Low
201,26163517500,-1.102921,1,-0.737858,1,-0.835261,1,-0.892013,1,Very Low
202,26163518000,-0.239886,2,-0.655096,1,-0.888206,1,-0.594396,2,Low
203,26163518400,-0.496066,2,-0.714499,1,-1.357354,1,-0.855973,1,Very Low
204,26163518600,-0.921968,1,-0.574137,2,-1.09463,1,-0.863578,1,Very Low
205,26163518800,-0.650189,2,-0.606557,1,-0.975244,1,-0.743997,1,Very Low
206,26163518900,-0.716381,2,-1.968147,1,-1.039831,1,-1.241453,1,Very Low
207,26163520200,-0.574243,2,-0.394914,2,-1.034591,1,-0.667916,1,Very Low
208,26163520400,-0.698116,2,-0.70109,1,-1.160692,1,-0.853299,1,Very Low
209,26163537700,-0.612907,2,-0.889167,1,-0.511412,2,-0.671162,1,Very Low
210,26163537800,-1.082421,1,-0.862185,1,-0.953498,1,-0.966035,1,Very Low
211,26163538200,-0.327436,2,0.215907,3,0.669086,5,0.185852,3,Moderate
212,26163538300,-1.012991,1,-0.546244,2,-0.908232,1,-0.822489,1,Very Low
213,26163538400,0.046929,3,0.385611,4,0.348587,4,0.260376,3,Moderate
214,26163538500,-0.396833,2,-0.590591,2,-0.153967,2,-0.380464,2,Low
215,26163538600,-1.010172,1,-0.266033,2,0.119586,3,-0.38554,2,Low
216,26163538800,-0.386,2,-0.376833,2,-0.219958,2,-0.327597,2,Low
217,26163538900,-0.414042,2,-0.454705,2,-0.039164,2,-0.302637,2,Low
218,26163539000,-0.919328,1,-0.708554,1,-0.333487,2,-0.65379,1,Very Low
219,26163539200,-0.372572,2,-0.262259,2,-0.101318,2,-0.245383,2,Low
220,26163539300,-0.278596,2,-0.053528,2,0.029734,3,-0.100797,2,Low
221,26163539400,-0.433689,2,-0.770105,1,-0.110002,2,-0.437932,2,Low
222,26163539500,-1.094091,1,-0.771936,1,-0.243103,2,-0.703043,1,Very Low
223,26163539700,-0.681072,2,-0.669269,1,-0.226765,2,-0.525702,2,Low
224,26163540100,-0.932251,1,-0.516367,2,-0.428039,2,-0.625552,2,Low
225,26163540200,-0.666423,2,-0.573587,2,-0.635235,1,-0.625082,2,Low
226,26163540300,-0.705976,2,-0.394346,2,-0.318287,2,-0.47287,2,Low
227,26163540500,-0.538025,2,-0.501837,2,-0.218655,2,-0.419506,2,Low
228,26163540600,-1.010538,1,-0.299524,2,-0.226762,2,-0.512275,2,Low
229,26163540700,-0.633582,2,-0.413822,2,-0.40211,2,-0.483171,2,Low
230,26163540800,-0.809217,1,-0.317627,2,-0.279642,2,-0.468828,2,Low
231,26163541000,-0.921899,1,-1.280071,1,-0.782111,1,-0.994694,1,Very Low
232,26163541100,-1.443069,1,-1.324972,1,-0.922893,1,-1.230312,1,Very Low
233,26163541300,-0.950238,1,-0.860413,1,-0.516701,2,-0.775784,1,Very Low
234,26163541400,-0.618638,2,0.112684,3,-0.416802,2,-0.307586,2,Low
235,26163541500,-0.452253,2,-0.124543,2,-0.304546,2,-0.293781,2,Low
236,26163541800,-0.760277,1,-0.319207,2,-0.300693,2,-0.460059,2,Low
237,26163542100,-0.695565,2,-0.632894,1,-0.155966,2,-0.494808,2,Low
238,26163537600,-0.626093,2,-0.598287,1,-0.434593,2,-0.552991,2,Low
239,26163542200,-0.844116,1,-1.224558,1,-0.402355,2,-0.823676,1,Very Low
240,26163542300,-0.55802,2,-0.62063,1,-0.640391,1,-0.606347,2,Low
241,26163542500,-0.238064,2,0.54005,4,0.283155,4,0.195047,3,Moderate
242,26163542600,-0.593086,2,-1.024147,1,-0.294664,2,-0.637299,2,Low
243,26163542700,-1.163014,1,-1.139804,1,-0.84508,1,-1.049299,1,Very Low
244,26163542900,-0.261524,2,0.236632,3,0.232667,3,0.069259,3,Moderate
245,26163543000,-0.043424,3,0.453823,4,0.351043,4,0.253814,3,Moderate
246,26163543100,-0.162175,3,0.037955,3,0.091865,3,-0.010785,3,Moderate
247,26163543200,-0.412089,2,-0.295159,2,-0.332904,2,-0.346717,2,Low
248,26163544000,-0.618515,2,-0.153413,2,-0.395034,2,-0.388987,2,Low
249,26163544100,-0.469246,2,-0.279995,2,-0.845012,1,-0.531418,2,Low
250,26163544200,-0.866467,1,-1.342633,1,-1.098443,1,-1.102514,1,Very Low
251,26163545100,-0.899512,1,-1.220836,1,-0.872976,1,-0.997775,1,Very Low
252,26163545200,-0.814087,1,-1.053523,1,-0.838441,1,-0.902017,1,Very Low
253,26163545300,-1.23556,1,-0.966472,1,-0.84715,1,-1.016394,1,Very Low
254,26163545500,-0.971802,1,-1.150908,1,-0.839467,1,-0.987392,1,Very Low
255,26163545600,-0.710471,2,-1.192731,1,-0.697501,1,-0.866901,1,Very Low
256,26163545700,-1.15362,1,-0.570845,2,-0.534104,2,-0.752856,1,Very Low
257,26163545800,-1.214483,1,-0.427315,2,-0.600231,1,-0.747343,1,Very Low
258,26163546000,-0.914141,1,-0.874482,1,-0.696145,1,-0.828256,1,Very Low
259,26163546100,-0.688121,2,-0.697682,1,-0.615865,1,-0.667223,1,Very Low
260,26163546200,-0.794421,1,0.146078,3,-0.120198,2,-0.25618,2,Low
261,26163546300,-0.44965,2,0.162683,3,-0.263573,2,-0.183513,2,Low
262,26163546500,-1.228553,1,-1.482936,1,-0.687697,1,-1.133062,1,Very Low
263,26163546700,-1.094008,1,-0.882342,1,-0.489009,2,-0.821786,1,Very Low
264,26163546800,-0.953839,1,-0.93808,1,-0.766874,1,-0.886264,1,Very Low
265,26163546900,-0.686787,2,-0.711877,1,-0.406439,2,-0.601701,2,Low
266,26163552000,-0.79139,1,-0.722975,1,-0.382423,2,-0.632263,2,Low
267,26163552100,-0.68678,2,-1.155257,1,-0.670097,1,-0.837378,1,Very Low
268,26163552200,-0.799252,1,-1.158839,1,-0.671076,1,-0.876389,1,Very Low
269,26163552400,-1.573936,1,-0.323281,2,-0.858728,1,-0.918648,1,Very Low
270,26163552800,-1.433043,1,-0.919257,1,-1.13355,1,-1.16195,1,Very Low
271,26163553000,-1.077429,1,-0.731476,1,-1.352017,1,-1.053641,1,Very Low
272,26163553100,-0.83853,1,-0.863953,1,-0.850533,1,-0.851005,1,Very Low
273,26163553300,-1.834249,1,-1.158711,1,-1.535243,1,-1.509401,1,Very Low
274,26163553400,-1.210182,1,-1.319971,1,-1.181112,1,-1.237088,1,Very Low
275,26163553600,-1.084182,1,-0.861816,1,-0.694204,1,-0.880068,1,Very Low
276,26163501700,-1.304013,1,-1.78393,1,-0.896218,1,-1.328054,1,Very Low
277,26163985900,-0.525895,2,-0.074641,2,-1.895463,1,-0.832,1,Very Low
278,26163522000,-0.617906,2,-0.743664,1,-1.132683,1,-0.831418,1,Very Low
279,26163538700,-0.626385,2,-1.040883,1,-0.271191,2,-0.646153,2,Low
280,26163532600,-0.915559,1,-1.023482,1,-1.034132,1,-0.991057,1,Very Low
281,26163532700,-1.028616,1,-1.727585,1,-1.525439,1,-1.427213,1,Very Low
282,26163533000,-1.121505,1,-1.052509,1,-0.889959,1,-1.021324,1,Very Low
283,26163533200,-0.676651,2,-1.207733,1,-0.97075,1,-0.951711,1,Very Low
284,26163533300,-0.955882,1,-0.438831,2,-0.889627,1,-0.761447,1,Very Low
285,26163533400,-1.012493,1,-0.73913,1,-0.921161,1,-0.890928,1,Very Low
286,26163533600,-0.717402,2,-0.558415,2,-1.044289,1,-0.773368,1,Very Low
287,26163533700,-0.845492,1,-0.467347,2,-1.264355,1,-0.859065,1,Very Low
288,26163533900,-0.646693,2,-0.362335,2,-0.936509,1,-0.648512,2,Low
289,26163534200,-1.043932,1,-0.559621,2,-0.590926,1,-0.731493,1,Very Low
290,26163534300,-1.277758,1,-1.638709,1,-1.061305,1,-1.325924,1,Very Low
291,26163534400,-1.431742,1,-1.112262,1,-1.01784,1,-1.187281,1,Very Low
292,26163534500,-0.768113,1,-1.326036,1,-1.271478,1,-1.121876,1,Very Low
293,26163534700,-0.909075,1,-0.565293,2,-0.785324,1,-0.753231,1,Very Low
294,26163535000,-0.98126,1,-1.622612,1,-0.788855,1,-1.130909,1,Very Low
295,26163535100,-0.462569,2,-0.296352,2,-0.514705,2,-0.424542,2,Low
296,26163535200,-1.195421,1,-0.965348,1,-1.041957,1,-1.067575,1,Very Low
297,26163535300,-0.563628,2,-0.5288,2,-0.42633,2,-0.506253,2,Low
298,26163535500,-1.104931,1,-1.33862,1,-0.791034,1,-1.078195,1,Very Low
299,26163535600,-0.674866,2,-0.125414,2,-0.1322,2,-0.310827,2,Low
300,26163536100,-0.781823,1,-1.028639,1,-0.729261,1,-0.846574,1,Very Low
301,26163536200,-0.527844,2,-0.372839,2,-0.145032,2,-0.348572,2,Low
302,26163536300,-0.692457,2,-0.863821,1,-0.788155,1,-0.781478,1,Very Low
303,26163536500,-0.670908,2,-0.193214,2,-0.769298,1,-0.544473,2,Low
304,26163536600,-0.675034,2,-0.883237,1,-0.610937,1,-0.72307,1,Very Low
305,26163536700,-0.759155,1,-0.701149,1,-0.579065,1,-0.67979,1,Very Low
306,26163536900,-0.591367,2,-0.939286,1,-0.414445,2,-0.648366,2,Low
307,26163537000,-0.73757,1,-0.98503,1,-0.580396,1,-0.767665,1,Very Low
308,26163537100,-0.547916,2,-0.602567,1,-0.566006,1,-0.572163,2,Low
309,26163537200,-0.214989,2,-0.365635,2,-0.872419,1,-0.484348,2,Low
310,26163537300,-0.730022,2,-0.544727,2,-0.686324,1,-0.653691,1,Very Low
311,26099245100,-0.384519,2,-0.082357,2,-0.154456,2,-0.207111,2,Low
312,26099245200,-0.554407,2,-0.374144,2,-0.329138,2,-0.41923,2,Low
313,26099245300,-0.189261,2,0.145785,3,-0.016006,2,-0.019827,3,Moderate
314,26099245400,-0.709417,2,-0.263205,2,-0.363973,2,-0.445532,2,Low
315,26099247400,0.569452,4,0.585328,5,0.463568,4,0.539449,4,High
316,26099250100,0.381695,4,0.084567,3,0.349579,4,0.271947,4,High
317,26099250400,0.415675,4,0.132722,3,0.299735,4,0.282711,4,High
318,26099250900,0.469936,4,0.382349,4,0.390823,4,0.414369,4,High
319,26099251300,0.018048,3,0.462714,4,0.480627,5,0.320463,4,High
320,26099251800,0.00134,3,0.094025,3,0.16544,3,0.086935,3,Moderate
321,26099254000,0.374942,4,0.235297,3,0.288557,4,0.299599,4,High
322,26099254500,0.477429,4,0.0404,3,0.184524,3,0.234118,3,Moderate
