OBJECTID_1,FIPS,EDU_COMP,EDU_RANK,EE_COMP,EE_RANK,N_COMP,N_RANK,COMP_,COMP_RANK,COMP_OPP
1097,26163556100,0.072292,3,0.250834,4,0.151436,3,0.158187,3,Moderate
1098,26163556200,0.432429,4,0.324587,4,0.243167,3,0.333394,4,High
1099,26163556300,0.805161,5,0.573385,5,0.265953,4,0.548167,5,Very High
1100,26163556500,0.676112,4,0.599957,5,0.500303,5,0.592124,5,Very High
1101,26163556600,0.918175,5,0.988184,5,0.718197,5,0.874852,5,Very High
1102,26163556800,0.902726,5,0.46017,4,0.586116,5,0.649671,5,Very High
1103,26163556900,0.785146,5,0.533346,4,0.576194,5,0.631562,5,Very High
1104,26163557000,0.211139,3,0.261372,4,0.129665,3,0.200726,3,Moderate
1105,26163557200,0.710682,4,0.362307,4,0.368595,4,0.480528,4,High
1106,26163557300,0.797323,5,0.493863,4,0.570114,5,0.620433,5,Very High
1107,26163557500,0.516491,4,0.661217,5,0.68017,5,0.619293,5,Very High
1108,26163557600,0.852816,5,0.901274,5,0.654239,5,0.802776,5,Very High
1109,26163557700,0.887621,5,0.563925,5,0.568911,5,0.673485,5,Very High
1110,26163557900,0.824646,5,0.621684,5,0.546689,5,0.66434,5,Very High
1111,26163558100,0.709897,4,0.171403,3,0.533736,5,0.471679,4,High
1112,26163558200,0.797214,5,0.226868,3,0.27931,4,0.434464,4,High
1113,26163558300,0.456517,4,0.113759,3,0.233538,3,0.267938,4,High
1114,26163558500,0.739587,5,0.515395,4,0.528407,5,0.594463,5,Very High
1115,26163558600,0.837238,5,0.432021,4,0.469106,5,0.579455,5,Very High
1116,26163558700,0.940708,5,0.488979,4,0.511756,5,0.647148,5,Very High
1117,26163558800,0.72094,5,0.423089,4,0.463989,4,0.536006,4,High
1118,26163559000,0.900103,5,0.611831,5,0.36021,4,0.624048,5,Very High
1119,26163559100,0.747461,5,0.424264,4,0.381039,4,0.517588,4,High
1120,26163560100,1.109482,5,0.86138,5,0.490229,5,0.820364,5,Very High
1121,26163560200,1.234519,5,0.5368,4,0.082831,3,0.61805,5,Very High
1122,26163560300,0.894915,5,0.592586,5,0.483718,5,0.657073,5,Very High
1123,26163560400,1.157259,5,0.830699,5,0.612492,5,0.866817,5,Very High
1124,26163561300,1.285923,5,1.606993,5,1.23589,5,1.376269,5,Very High
1125,26163561700,0.231526,3,0.047268,3,0.198346,3,0.159047,3,Moderate
1126,26163562300,0.953925,5,0.994262,5,0.778127,5,0.908771,5,Very High
1127,26163562400,1.060563,5,1.135117,5,0.782898,5,0.992859,5,Very High
1128,26163562500,0.699255,4,0.214323,3,-0.018848,2,0.298244,4,High
1129,26163562700,1.067745,5,0.594487,5,0.374321,4,0.678851,5,Very High
1130,26163562800,0.987123,5,0.611673,5,0.35817,4,0.652322,5,Very High
1131,26163562900,0.562545,4,0.320054,4,0.326749,4,0.403116,4,High
1132,26163563300,0.721864,5,0.003353,3,0.157836,3,0.294351,4,High
1133,26163563400,1.069494,5,0.610578,5,0.487687,5,0.722586,5,Very High
1134,26163563500,1.107763,5,0.623643,5,0.774869,5,0.835425,5,Very High
1135,26163563700,1.01705,5,0.593628,5,0.408361,4,0.673013,5,Very High
1136,26163563800,0.999836,5,0.386442,4,0.508218,5,0.631499,5,Very High
1137,26163564000,0.951862,5,0.126265,3,-0.446389,2,0.210579,3,Moderate
1138,26163564100,0.453262,4,0.548697,5,0.211488,3,0.404482,4,High
1139,26163564200,0.816573,5,0.408312,4,0.215221,3,0.480036,4,High
1140,26163564401,1.113194,5,0.887061,5,0.983206,5,0.994487,5,Very High
1141,26163564402,0.865052,5,1.045117,5,0.796513,5,0.902227,5,Very High
1142,26163564501,1.154442,5,1.632947,5,0.881576,5,1.222988,5,Very High
1143,26163564502,1.154318,5,1.358646,5,0.826218,5,1.113061,5,Very High
1144,26163564503,-0.861105,1,0.752428,5,0.397452,4,0.096258,3,Moderate
1145,26163564600,1.018442,5,0.791238,5,0.62396,5,0.811213,5,Very High
1146,26163564700,0.978074,5,0.611304,5,0.276411,4,0.62193,5,Very High
1147,26163564800,0.790665,5,0.303377,4,0.561413,5,0.551819,5,Very High
1148,26163565000,0.694396,4,0.625881,5,0.411915,4,0.577397,5,Very High
1149,26163565100,-0.404564,2,-0.068748,2,-0.009278,2,-0.160863,2,Low
1150,26163565200,0.718099,5,0.346779,4,-0.057257,2,0.335874,4,High
1151,26163565600,0.183658,3,0.283498,4,0.502062,5,0.323073,4,High
1152,26163565700,0.075498,3,0.524826,4,0.455644,4,0.351989,4,High
1153,26163565800,-0.104039,3,0.122994,3,0.079961,3,0.032972,3,Moderate
1154,26163566800,-0.268435,2,0.288907,4,-0.132111,2,-0.037213,3,Moderate
1155,26163566900,-0.319779,2,0.065298,3,-0.111428,2,-0.12197,2,Low
1156,26163567000,-0.414632,2,-0.082352,2,-0.055313,2,-0.184099,2,Low
1157,26163567201,0.61173,4,0.418161,4,0.289722,4,0.439871,4,High
1158,26163561600,0.847121,5,0.565591,5,0.275864,4,0.562859,5,Very High
1159,26163567202,0.142576,3,0.048477,3,-0.271142,2,-0.026696,3,Moderate
1160,26163567300,0.523933,4,0.331742,4,0.181826,3,0.345834,4,High
1161,26163567400,0.575655,4,0.336243,4,0.30494,4,0.405613,4,High
1162,26163567900,-0.308279,2,0.325968,4,0.143987,3,0.053892,3,Moderate
1163,26163568200,-0.065985,3,0.414705,4,0.310443,4,0.219721,3,Moderate
1164,26163568300,-0.692473,2,-0.133213,2,-0.209516,2,-0.345067,2,Low
1165,26163568400,-0.191701,2,0.325282,4,0.315159,4,0.14958,3,Moderate
1166,26163568700,-0.09157,3,0.090119,3,-0.02006,2,-0.00717,3,Moderate
1167,26163568800,-0.773443,1,-0.31989,2,-0.639328,1,-0.577553,2,Low
1168,26163568900,-0.147096,3,0.330368,4,0.303044,4,0.162105,3,Moderate
1169,26163569200,-0.263216,2,0.274735,4,0.129684,3,0.047068,3,Moderate
1170,26163569300,-0.223685,2,0.322864,4,0.198399,3,0.099193,3,Moderate
1171,26163569500,0.08737,3,0.691751,5,0.448964,4,0.409362,4,High
1172,26163569600,-0.162314,3,0.314447,4,0.317763,4,0.156632,3,Moderate
1173,26163569700,-0.215788,2,0.21117,3,0.326857,4,0.107413,3,Moderate
1174,26163569900,-0.051118,3,0.330346,4,0.279758,4,0.186329,3,Moderate
1175,26163570100,-0.244425,2,0.025955,3,-0.439755,2,-0.219408,2,Low
1176,26163570200,-0.294718,2,-0.099627,2,-0.138259,2,-0.177535,2,Low
1177,26163570400,-0.364305,2,-0.782379,1,-0.651042,1,-0.599242,2,Low
1178,26163570500,-0.360514,2,-0.626549,1,-0.367923,2,-0.451662,2,Low
1179,26163570800,-0.374821,2,-1.317104,1,-0.549002,2,-0.746976,1,Very Low
1180,26163571000,-0.786011,1,-0.712896,1,-0.462407,2,-0.653772,1,Very Low
1181,26163571500,-0.210396,2,0.12442,3,0.152886,3,0.022303,3,Moderate
1182,26163571600,0.073799,3,0.129771,3,0.082645,3,0.095405,3,Moderate
1183,26163571800,0.243936,3,0.189043,3,0.274914,4,0.235965,3,Moderate
1184,26163571900,0.091252,3,0.216728,3,0.21271,3,0.173564,3,Moderate
1185,26163572000,0.129779,3,0.166195,3,0.20499,3,0.166988,3,Moderate
1186,26163572100,-0.081774,3,-0.013516,3,0.128534,3,0.011082,3,Moderate
1187,26163572400,-0.465859,2,-0.207168,2,-0.082461,2,-0.251829,2,Low
1188,26163572500,-0.162454,3,-0.239139,2,0.029248,3,-0.124115,2,Low
1189,26163572600,-0.385244,2,-0.004978,3,0.158734,3,-0.077163,2,Low
1190,26163572700,-0.033985,3,0.230547,3,0.235235,3,0.143932,3,Moderate
1191,26163572800,-0.901831,1,-0.107443,2,0.087939,3,-0.307112,2,Low
1192,26163573000,0.255987,3,0.596001,5,0.577698,5,0.476562,4,High
1193,26163573100,0.255307,3,0.248359,3,0.229666,3,0.244444,3,Moderate
1194,26163573300,-0.38814,2,-0.47905,2,-0.230954,2,-0.366048,2,Low
1195,26163573500,-0.398313,2,-0.73141,1,-0.670812,1,-0.600178,2,Low
1196,26163573600,-0.522485,2,-0.391636,2,-0.722329,1,-0.545483,2,Low
1197,26163573702,-0.239302,2,-0.616876,1,-0.402197,2,-0.419458,2,Low
1198,26163573800,-0.240875,2,-0.329264,2,-0.379389,2,-0.316509,2,Low
1199,26163573900,-0.455098,2,-0.252191,2,-0.324637,2,-0.343975,2,Low
1200,26163574000,-0.485839,2,-0.4958,2,-0.460201,2,-0.480613,2,Low
1201,26163574202,0.353557,4,0.849656,5,-0.067436,2,0.378592,4,High
1202,26163574300,-0.067754,3,0.299175,4,-0.221999,2,0.00314,3,Moderate
1203,26163574600,0.413749,4,0.698639,5,0.486432,5,0.53294,4,High
1204,26163574700,0.245839,3,0.575389,5,0.502634,5,0.441287,4,High
1205,26163574800,0.492275,4,1.025948,5,0.70802,5,0.742081,5,Very High
1206,26163574900,-0.572318,2,0.341499,4,0.082316,3,-0.049501,2,Low
1207,26163575100,0.350152,4,0.456453,4,0.012043,3,0.272883,4,High
1208,26163575200,0.193416,3,0.330412,4,0.332905,4,0.285578,4,High
1209,26163575400,0.125993,3,0.256334,4,0.347444,4,0.243257,3,Moderate
1210,26163575500,0.141626,3,0.361081,4,0.355101,4,0.285936,4,High
1211,26163575600,0.449087,4,0.427659,4,0.350399,4,0.409049,4,High
1212,26163576000,-0.089417,3,0.160521,3,0.313624,4,0.128243,3,Moderate
1213,26163576100,-0.125868,3,-0.171826,2,0.231687,3,-0.022002,3,Moderate
1214,26163576300,0.296218,4,0.189789,3,0.431484,4,0.30583,4,High
1215,26163576400,0.219674,3,0.433252,4,0.352411,4,0.335113,4,High
1216,26163576500,0.466715,4,0.563007,5,0.403791,4,0.477838,4,High
1217,26163576600,0.370647,4,0.80653,5,0.377423,4,0.5182,4,High
1218,26163577000,-0.550279,2,-0.19735,2,-0.19167,2,-0.3131,2,Low
1219,26163577100,-0.861588,1,-0.247113,2,-0.343744,2,-0.484148,2,Low
1220,26163577200,-0.872549,1,-0.268609,2,-0.01409,2,-0.385083,2,Low
1221,26163577300,-0.66674,2,0.038639,3,0.097895,3,-0.176735,2,Low
1222,26163577500,-0.528832,2,0.244764,3,0.14306,3,-0.047003,2,Low
1223,26163577600,-0.399828,2,0.169444,3,0.19922,3,-0.010388,3,Moderate
1224,26163577700,-0.17377,3,0.868639,5,0.235881,3,0.31025,4,High
1225,26163577800,-0.599797,2,0.155991,3,0.064308,3,-0.126499,2,Low
1226,26163578000,-0.239426,2,0.262258,4,-0.10187,2,-0.026346,3,Moderate
1227,26163578500,-0.081041,3,0.006195,3,-0.049454,2,-0.041433,2,Low
1228,26163578600,-0.681179,2,-0.268923,2,-0.284538,2,-0.411546,2,Low
1229,26163579200,-1.728362,1,-0.985614,1,-0.629074,1,-1.11435,1,Very Low
1230,26163579300,-1.208344,1,-1.371487,1,-0.616899,1,-1.065577,1,Very Low
1231,26163579500,-1.314909,1,-0.300757,2,-0.873212,1,-0.829626,1,Very Low
1232,26163579600,-1.106964,1,-0.354391,2,-0.441341,2,-0.634232,2,Low
1233,26163579700,-1.36105,1,-0.391078,2,-0.405613,2,-0.719247,1,Very Low
1234,26163579900,0.022907,3,0.374261,4,0.122845,3,0.173338,3,Moderate
1235,26163580100,0.311615,4,0.908265,5,0.046959,3,0.42228,4,High
1236,26163580200,0.008396,3,0.594991,5,0.146653,3,0.250013,3,Moderate
1237,26163580400,0.20588,3,0.44825,4,0.321098,4,0.325076,4,High
1238,26163580500,-0.017481,3,0.303829,4,0.364128,4,0.216826,3,Moderate
1239,26163580700,-0.107583,3,0.081595,3,-0.156647,2,-0.060878,2,Low
1240,26163580800,0.396987,4,0.656531,5,0.214768,3,0.422762,4,High
1241,26163581100,0.218412,3,0.287005,4,0.056049,3,0.187155,3,Moderate
1242,26163581500,0.292778,4,0.350711,4,0.231997,3,0.291829,4,High
1243,26163581600,0.324619,4,0.363691,4,0.136156,3,0.274822,4,High
1244,26163581800,0.274389,4,-0.228272,2,0.26645,4,0.104189,3,Moderate
1245,26163581900,0.23094,3,-0.156875,2,0.333715,4,0.135927,3,Moderate
1246,26163582100,0.1152,3,0.376477,4,0.330696,4,0.274124,4,High
1247,26163583000,-1.262361,1,0.342821,4,-0.124509,2,-0.348016,2,Low
1248,26163583100,-0.548049,2,0.067423,3,-0.082014,2,-0.187546,2,Low
1249,26163583300,-0.449979,2,0.215381,3,0.153439,3,-0.027053,3,Moderate
1250,26163583400,-0.335138,2,0.002972,3,0.018276,3,-0.10463,2,Low
1251,26163583600,-0.326858,2,-0.022927,2,0.143626,3,-0.06872,2,Low
1252,26163583700,-0.593804,2,-0.039231,2,0.208363,3,-0.141558,2,Low
1253,26163583800,-0.04228,3,0.236245,3,0.219787,3,0.137917,3,Moderate
1254,26163584000,-0.597532,2,0.153381,3,-0.086434,2,-0.176861,2,Low
1255,26163584100,-0.211401,2,0.226448,3,0.355465,4,0.123504,3,Moderate
1256,26163584200,-1.114434,1,-0.587193,2,-0.359505,2,-0.687044,1,Very Low
1257,26163584400,-0.372108,2,0.083379,3,-0.0731,2,-0.12061,2,Low
1258,26163584500,-0.308179,2,-0.238763,2,0.200341,3,-0.115534,2,Low
1259,26163584600,-0.570974,2,-0.56027,2,-0.30064,2,-0.477295,2,Low
1260,26163584800,-0.838608,1,-1.442758,1,-0.719919,1,-1.000428,1,Very Low
1261,26163585500,-0.574566,2,-0.427753,2,-0.362347,2,-0.454889,2,Low
1262,26163585600,-0.521788,2,-0.001714,3,-0.278375,2,-0.267292,2,Low
1263,26163585700,-0.407093,2,0.111948,3,0.130302,3,-0.054947,2,Low
1264,26099263900,-0.871096,1,-0.586088,2,-0.562685,1,-0.67329,1,Very Low
1265,26087338500,0.046676,3,0.064999,3,0.294439,4,0.135371,3,Moderate
1266,26163580900,0.257087,3,0.355493,4,0.260431,4,0.291004,4,High
1267,26099218000,0.243598,3,0.172451,3,0.19137,3,0.202473,3,Moderate
1268,26125130000,-0.076793,3,-0.08621,2,0.183561,3,0.006853,3,Moderate
1269,26125156000,1.170406,5,0.578055,5,0.567454,5,0.771972,5,Very High
1270,26163551500,-0.160138,3,0.066254,3,0.191264,3,0.03246,3,Moderate
1271,26163563900,0.949417,5,0.460073,4,0.468154,4,0.625881,5,Very High
1272,26163574100,-0.690308,2,-0.144632,2,-0.249863,2,-0.361601,2,Low
1273,26099982200,0.024641,3,-2.169667,1,-0.959912,1,-1.034979,1,Very Low
1274,26125162100,-0.304592,2,0.048812,3,-0.409529,2,-0.22177,2,Low
1275,26163589300,0.035925,3,0.252149,4,0.315861,4,0.201312,3,Moderate
1276,26163571700,-0.466697,2,0.210453,3,-0.170243,2,-0.142162,2,Low
